CHICK PETUNIA,COTTON,NIJO,STOCK,125,2/6/17,2/6/17,,,20024,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,123,2/6/17,2/6/17,,,20025,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,124,2/6/17,2/6/17,,,20026,,,0,-1,-1,,COTTON
CHICK PETUNIA,COTTON,NIJO,STOCK,37,2/6/17,2/6/17,,,20027,,,0,-1,-1,,COTTON
CHOCOLATE,COTTON,NIJO,STOCK,23.6,2/6/17,2/6/17,,,22012,,,0,-1,-1,,COTTON
CITY SQUARES,COTTON,NIJO,STOCK,30,5/11/17,5/11/17,,,60001,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,PO#1.16.17P,6.3,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
COCONUT,JERSEY,NIJO,PO# 4.18.17P,8.1,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
COCONUT,JERSEY,NIJO,PO#3.16.17,31.2,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
COCONUT,JERSEY,NIJO,STOCK,23.4,2/6/17,2/6/17,,,2413,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,70,2/6/17,2/6/17,,,2414,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,64,2/6/17,2/6/17,,,2415,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,53,2/6/17,2/6/17,,,2416,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,58,2/6/17,2/6/17,,,2417,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,70,2/6/17,2/6/17,,,2418,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,70,2/6/17,2/6/17,,,2419,,,0,-1,-1,,COTTON
COCONUT,JERSEY,NIJO,STOCK,69,2/6/17,2/6/17,,,2420,,,0,-1,-1,,COTTON
CONSTELLATION,LINER,NIJO,PO# 2.22.17P,16.7,2/22/17,2/22/17,,,,,,0,0,0,,PUL
CONSTELLATION,LINER,NIJO,STOCK,32.3,2/22/17,2/22/17,,,70201,,,0,0,0,,PUL
CRANBERRY,LINER,NIJO,PO# 4.18.17P,131.9,2/6/17,2/6/17,,,,,,0,0,0,,PUL
CRANBERRY,LINER,NIJO,STOCK,90.05,2/6/17,2/6/17,,,40212,,,0,-1,-1,,PUL
CRANBERRY,LINER,NIJO,STOCK,100,2/6/17,2/6/17,,,40213,,,0,-1,-1,,PUL
CURRENT STRIPE,COTTON,NIJO,PO# 4.18.17P,58.4,5/11/17,5/11/17,,,,,,0,0,0,,COTTON
CURRENT STRIPE,COTTON,NIJO,STOCK,0.2,5/11/17,5/11/17,,,66003,,,0,-1,-1,,COTTON
CUSTOM,COTTON,NIJO,PO#1.16.17P,130,2/9/17,2/10/17,,,,,,0,0,0,,TWILL
CUSTOM HEART,LINER,NIJO,STOCK,25,2/6/17,2/6/17,,,68200,,,0,-1,-1,,PUL
DARK GREEN,COTTON,NIJO,STOCK,113.8,2/6/17,2/6/17,,,152001,,,0,-1,-1,,COTTON
